ID,Name,Age,Height(cm),Weight(kg),Nationality,Club,Value,Wage,Player_Position,Preferred_Foot,Body_Type,Stamina
156519,H. Herrera,29,185,80,Mexico,Atlético Madrid,21500000,70000,CM,Right,Normal,93
158963,L. Biglia,33,178,63,Argentina,Milan,11000000,49000,CDM,Right,Normal,71
164835,L. Fabiański,34,190,83,Poland,West Ham United,9500000,75000,GK,Right,Normal,25
168354,E. Viviano,33,195,90,Italy,Sporting CP,12000000,15000,GK,Left,Stocky,29
178088,Juan Mata,31,170,63,Spain,Manchester United,19500000,135000,CAM,Left,Lean,68
178509,O. Giroud,32,193,92,France,Chelsea,17500000,140000,ST,Left,Normal,60
179645,S. Kjær,30,191,84,Denmark,Sevilla FC,18000000,24000,CB,Right,Normal,70
180403,Willian,30,175,78,Brazil,Chelsea,21000000,140000,RW,Right,Lean,77
181786,V. Ćorluka,33,192,84,Croatia,Lokomotiv Moscow,10500000,1000,CB,Right,Normal,75
184200,M. Arnautović,30,192,83,Austria,Shanghai SIPG FC,21500000,29000,ST,Right,Normal,78
184941,A. Sánchez,30,169,62,Chile,Manchester United,21000000,150000,LW,Right,Normal,71
184942,Giuliano,29,172,68,Brazil,Al Nassr,21500000,59000,CAM,Right,Stocky,82
185103,A. Kolarov,33,187,81,Serbia,Roma,10000000,52000,LB,Left,Normal,83
186627,M. Balotelli,28,189,88,Italy,Brescia,23000000,27000,ST,Right,Normal,66
187754,Marlos,31,174,69,Ukraine,Shakhtar Donetsk,19500000,1000,RM,Left,Normal,78
188803,Taison,31,172,64,Brazil,Shakhtar Donetsk,19500000,1000,CAM,Right,Lean,85
189068,B. Dost,30,196,89,Netherlands,Sporting CP,21500000,23000,ST,Right,Lean,70
189125,G. Bonaventura,29,181,75,Italy,Milan,21500000,56000,CM,Right,Lean,82
189505,Pedro,31,169,65,Spain,Chelsea,19500000,140000,RW,Right,Lean,70
189805,L. de Jong,28,188,86,Netherlands,Sevilla FC,23000000,29000,ST,Right,Normal,84
190813,S. El Shaarawy,26,178,72,Italy,Shanghai Greenland Shenhua FC,24000000,29000,LW,Right,Lean,73
191740,Ander Herrera,29,182,73,Spain,Paris Saint-Germain,21500000,100000,CM,Right,Lean,86
193348,X. Shaqiri,27,169,72,Switzerland,Liverpool,23000000,120000,RW,Left,Shaqiri,73
193525,Mário Fernandes,28,187,80,Russia,PFC CSKA Moscow,19000000,1000,RWB,Right,Lean,87
197655,S. Coates,28,196,92,Uruguay,Sporting CP,19500000,20000,CB,Right,Normal,77
198951,C. Bakambu,28,182,74,DR Congo,Beijing Sinobo Guoan FC,23000000,34000,ST,Right,Normal,80
202371,T. Meunier,27,191,90,Belgium,Paris Saint-Germain,20000000,87000,RB,Right,Normal,92
202857,K. Bellarabi,29,184,81,Germany,Bayer 04 Leverkusen,21500000,89000,RW,Right,Lean,73
207494,J. Lingard,26,175,62,England,Manchester United,24000000,135000,CAM,Right,Lean,89
208808,Q. Promes,27,174,72,Netherlands,Ajax,23000000,32000,LW,Right,Lean,80
208830,J. Vardy,32,179,74,England,Leicester City,17500000,115000,ST,Right,Lean,79
215333,D. Zapata,28,189,88,Colombia,Atalanta,23000000,80000,ST,Right,Normal,70
216475,Morales,31,180,70,Spain,Levante UD,20000000,39000,ST,Right,Lean,82
230168,Raphaelito Anjos,31,190,85,Brazil,Grêmio,14000000,32000,GK,Right,Normal,29
230225,Juiano Mestres,35,181,82,Brazil,Cruzeiro,6500000,28000,CB,Right,Normal,76
230258,Rosberto Dourado,31,175,70,Brazil,Atlético Mineiro,17000000,46000,CDM,Right,Lean,93
245309,E. Schetino,27,185,80,Uruguay,Uruguay,0,0,CB,Right,Normal,76
245313,J. Sildero,27,177,75,Uruguay,Uruguay,0,0,CAM,Right,Normal,80
231478,L. Martínez,21,174,81,Argentina,Inter,27000000,61000,ST,Right,Stocky,78
234906,H. Aouar,21,175,70,France,Olympique Lyonnais,26000000,59000,CM,Right,Lean,79
235569,T. Ndombele,22,181,76,France,Tottenham Hotspur,26000000,87000,CM,Right,Normal,80
240130,Éder Militão,21,186,78,Brazil,Real Madrid,23000000,105000,CB,Right,Lean,88
205659,A. Cragno,25,184,78,Italy,Cagliari,18000000,30000,GK,Right,Lean,43
221363,D. van de Beek,22,184,74,Netherlands,Ajax,24500000,24000,CAM,Right,Normal,89
221660,V. Lindelöf,24,187,80,Sweden,Manchester United,22000000,97000,CB,Right,Lean,76
222509,Dani Ceballos,22,179,70,Spain,Arsenal,24000000,82000,CM,Right,Lean,74
226456,Pablo Fornals,23,178,67,Spain,West Ham United,24500000,82000,CAM,Right,Lean,76
208333,E. Can,25,184,82,Germany,Juventus,23000000,110000,CM,Right,Normal,87
211688,Gayà,24,172,66,Spain,Valencia CF,21000000,35000,LB,Left,Lean,83
236632,David Neres,22,175,66,Brazil,Ajax,24000000,26000,LW,Left,Lean,76
210406,P. Zieliński,25,180,75,Poland,Napoli,22500000,71000,CM,Right,Lean,73
215316,G. Rulli,27,189,84,Argentina,Montpellier HSC,16000000,32000,GK,Right,Lean,42
199503,G. Xhaka,26,185,82,Switzerland,Arsenal,21500000,94000,CM,Left,Normal,79
201400,Rafinha,26,174,71,Brazil,FC Barcelona,22000000,160000,CAM,Left,Normal,59
201455,G. Kondogbia,26,188,80,Central African Rep.,Valencia CF,21500000,45000,CM,Left,Lean,82
204923,M. Sabitzer,25,177,77,Austria,RB Leipzig,22500000,59000,CAM,Right,Normal,84
205988,L. Shaw,23,181,75,England,Manchester United,20000000,97000,LB,Left,Stocky,81
207877,J. Martínez,26,170,69,Venezuela,Atlanta United,22500000,14000,ST,Right,Normal,72
208135,A. Doucouré,26,184,76,France,Watford,20000000,73000,CDM,Right,Lean,92
226790,W. Ndidi,22,183,74,Nigeria,Leicester City,20500000,74000,CDM,Right,Lean,92
200316,T. Horn,26,192,90,Germany,1. FC Köln,15500000,28000,GK,Left,Normal,31
204638,W. Orban,26,186,83,Hungary,RB Leipzig,19000000,57000,CB,Right,Normal,68
206467,A. Plea,26,181,79,France,Borussia Mönchengladbach,22000000,41000,ST,Right,Stocky,78
207791,Y. Poulsen,25,193,78,Denmark,RB Leipzig,22000000,65000,ST,Right,Lean,87
207807,R. Fraser,25,163,70,Scotland,Bournemouth,21500000,76000,LM,Right,Stocky,79
207862,M. Ginter,25,191,89,Germany,Borussia Mönchengladbach,19500000,33000,CB,Right,Lean,74
209889,R. Guerreiro,25,170,71,Portugal,Borussia Dortmund,21500000,79000,LM,Left,Normal,75
212814,João Mário,26,179,73,Portugal,Inter,21500000,74000,CAM,Right,Normal,77
213874,Thiago Mendes,27,177,80,Brazil,Olympique Lyonnais,19000000,73000,CDM,Right,Normal,87
216145,A. Izzo,27,183,78,Italy,Torino,18500000,51000,CB,Right,Normal,65
216352,M. Brozović,26,181,68,Croatia,Inter,19500000,68000,CDM,Right,Lean,87
190544,A. Ljajić,27,182,74,Serbia,Beşiktaş JK,20500000,80000,CAM,Right,Lean,72
193165,J. Corona,26,173,62,Mexico,FC Porto,21000000,19000,RM,Right,Normal,74
199575,Jordi Masip,30,180,76,Spain,Real Valladolid CF,14000000,21000,GK,Right,Lean,41
204120,T. Vaclík,30,188,85,Czech Republic,Sevilla FC,14000000,18000,GK,Right,Normal,38
206304,L. Milivojević,28,186,80,Serbia,Crystal Palace,17500000,66000,CDM,Right,Normal,90
208093,Gerard Moreno,27,180,77,Spain,Villarreal CF,21000000,45000,ST,Left,Normal,73
223689,W. Weghorst,26,197,84,Netherlands,VfL Wolfsburg,21000000,62000,ST,Right,Normal,85
20775,Quaresma,35,175,67,Portugal,Beşiktaş JK,8000000,59000,RM,Right,Normal,62
112316,J. Mathieu,35,189,84,France,Sporting CP,5500000,13000,CB,Left,Normal,78
138412,J. Milner,33,175,70,England,Liverpool,10500000,105000,CM,Right,Stocky,90
142707,L. López,36,174,72,Argentina,Racing Club,6500000,25000,ST,Right,Normal,65
159145,B. Gomis,33,184,77,France,Al Hilal,11000000,56000,ST,Right,Normal,73
162240,M. Dembélé,31,185,85,Belgium,Guangzhou R&F FC,15000000,23000,CM,Left,Normal,60
162895,Cesc Fàbregas,32,179,77,Spain,AS Monaco,13500000,50000,CM,Right,Normal,55
163489,A. Consigli,32,189,82,Italy,Sassuolo,11000000,48000,GK,Right,Lean,31
165229,L. Koscielny,33,186,75,France,FC Girondins de Bordeaux,8500000,39000,CB,Right,Lean,63
168530,Jardel,33,192,86,Brazil,SL Benfica,8500000,18000,CB,Right,Normal,55
169195,Renato Augusto,31,186,86,Brazil,Beijing Sinobo Guoan FC,15000000,28000,CM,Right,Normal,81
171791,José Fonte,35,187,81,Portugal,LOSC Lille,5500000,32000,CB,Right,Lean,60
171897,A. Guardado,32,169,67,Mexico,Real Betis,13500000,32000,CM,Left,Lean,79
173771,L. Piszczek,34,184,79,Poland,Borussia Dortmund,6000000,76000,RB,Right,Normal,75
176600,K. Gameiro,32,172,70,France,Valencia CF,14000000,48000,ST,Right,Normal,71
177388,D. Payet,32,175,77,France,Olympique de Marseille,14000000,46000,CAM,Right,Normal,70
177600,Beñat,32,177,76,Spain,Athletic Club de Bilbao,13500000,32000,CM,Right,Normal,76
178086,Adán,32,190,92,Spain,Atlético Madrid,11000000,46000,GK,Left,Normal,32
179784,B. Höwedes,31,188,77,Germany,Lokomotiv Moscow,13000000,1000,CB,Right,Normal,63
182494,F. Muslera,33,190,74,Uruguay,Galatasaray SK,9500000,59000,GK,Right,Normal,45
183394,M. Sissoko,29,187,91,France,Tottenham Hotspur,17000000,105000,CM,Right,Normal,91
183498,M. Parolo,34,184,75,Italy,Lazio,7000000,54000,CDM,Right,Lean,88
184134,Fernando,31,183,76,Brazil,Sevilla FC,13500000,22000,CDM,Right,Normal,83
184144,N. Gaitán,31,173,66,Argentina,Chicago Fire,15500000,13000,CAM,Left,Lean,67
184431,S. Giovinco,32,163,61,Italy,Al Hilal,14000000,56000,CF,Right,Normal,75
185221,Luiz Gustavo,31,187,78,Brazil,Olympique de Marseille,13500000,42000,CDM,Left,Lean,85
188829,N. Nkoulou,29,184,77,Cameroon,Torino,15000000,54000,CB,Right,Lean,64
191202,N. Matić,30,194,85,Serbia,Manchester United,14500000,115000,CDM,Left,Lean,69
192638,Marcos Alonso,28,188,87,Spain,Chelsea,15000000,115000,LB,Left,Lean,91
192883,H. Mkhitaryan,30,177,75,Armenia,Arsenal,17000000,94000,RM,Right,Lean,77
194022,André Almeida,28,185,80,Portugal,SL Benfica,15000000,18000,RB,Right,Normal,88
203551,A. Florenzi,28,173,67,Italy,Roma,15000000,51000,RB,Right,Lean,89
204399,E. Zahavi,31,182,71,Israel,Guangzhou R&F FC,16000000,25000,CF,Right,Normal,74
207471,F. Vázquez,30,186,82,Argentina,Sevilla FC,16500000,24000,CM,Left,Lean,64
208618,Lucas Vázquez,28,173,70,Spain,Real Madrid,18000000,180000,RW,Right,Normal,91
216194,Dani García,29,180,80,Spain,Athletic Club de Bilbao,17000000,33000,CM,Right,Stocky,89
224334,M. Acuña,27,172,69,Argentina,Sporting CP,18500000,21000,LW,Left,Stocky,90
230271,Laure Santeiro,31,171,63,Brazil,Fluminense,15500000,40000,CAM,Left,Lean,67
245299,J. Frendado,35,181,82,Uruguay,Uruguay,0,0,CB,Right,Normal,60
245304,S. Ardero,31,171,63,Uruguay,Uruguay,0,0,CAM,Left,Lean,67
245305,L. Dálves,27,188,83,Uruguay,Uruguay,0,0,ST,Right,Normal,56
251700,S. Mandíquez,30,188,84,Ecuador,Ecuador,0,0,ST,Right,Stocky,68
242444,João Félix,19,181,70,Portugal,Atlético Madrid,28000000,38000,CF,Right,Lean,79
224232,N. Barella,22,175,68,Italy,Inter,21500000,60000,CM,Right,Normal,83
225100,J. Gomez,22,188,77,England,Liverpool,20000000,73000,CB,Right,Normal,74
213661,A. Christensen,23,187,81,Denmark,Chelsea,19000000,85000,CB,Right,Lean,68
215698,M. Maignan,23,191,89,France,LOSC Lille,16000000,28000,GK,Right,Normal,39
216393,Y. Tielemans,22,176,72,Belgium,Leicester City,20500000,76000,CM,Right,Lean,72
229668,Mario Hermoso,24,184,75,Spain,Atlético Madrid,19000000,46000,CB,Left,Normal,76
234153,Carlos Soler,22,180,76,Spain,Valencia CF,21000000,36000,RM,Right,Lean,74
220477,M. Caldara,25,187,80,Italy,Milan,18000000,40000,CB,Right,Normal,64
222400,H. Winks,23,176,74,England,Tottenham Hotspur,20000000,82000,CM,Right,Normal,80
223113,K. Piątek,24,183,77,Poland,Milan,20500000,44000,ST,Right,Normal,73
224458,Diogo Jota,22,178,73,Portugal,Wolverhampton Wanderers,20500000,84000,CF,Right,Normal,80
226161,Marcos Llorente,24,184,74,Spain,Atlético Madrid,18500000,46000,CDM,Right,Lean,74
228618,F. Mendy,24,180,73,France,Real Madrid,18000000,115000,LB,Left,Normal,88
236679,Melendo,21,167,63,Spain,RCD Espanyol,20500000,26000,RM,Left,Lean,71
239818,Rúben Dias,22,186,82,Portugal,SL Benfica,18500000,14000,CB,Right,Normal,86
241671,D. Livaković,23,187,79,Croatia,Dinamo Zagreb,15500000,1000,GK,Right,Normal,32
203747,Héctor Bellerín,24,178,74,Spain,Arsenal,17500000,69000,RB,Right,Lean,77
204884,B. Mendy,24,185,85,France,Manchester City,17500000,96000,LB,Left,Normal,75
211591,M. Dembélé,22,183,74,France,Olympique Lyonnais,20000000,71000,ST,Right,Normal,74
211990,O. Vlachodimos,25,188,77,Greece,SL Benfica,14500000,12000,GK,Right,Lean,39
212623,Santi Mina,23,181,77,Spain,RC Celta,20000000,29000,ST,Right,Normal,75
212692,Rony Lopes,23,174,68,Portugal,Sevilla FC,20000000,19000,LM,Left,Stocky,70
215330,J. Correa,24,188,77,Argentina,Lazio,20000000,53000,CF,Right,Lean,73
219809,T. Bakayoko,24,189,85,France,Chelsea,18000000,85000,CDM,Right,Lean,82
226168,M. Eggestein,22,181,75,Germany,SV Werder Bremen,19500000,31000,CM,Right,Lean,96
234035,Odriozola,23,176,66,Spain,Real Madrid,17500000,115000,RB,Right,Lean,85
239207,M. Gómez,22,186,84,Uruguay,Valencia CF,20000000,40000,ST,Right,Normal,79
202648,Sergi Darder,25,180,71,Spain,RCD Espanyol,19000000,33000,CM,Right,Lean,66
204311,K. Zouma,24,190,96,France,Chelsea,17500000,85000,CB,Right,Normal,63
207439,L. Paredes,25,180,75,Argentina,Paris Saint-Germain,19000000,79000,CM,Right,Normal,79
208920,N. Aké,24,180,75,Netherlands,Bournemouth,17500000,58000,CB,Left,Lean,75
210864,E. Hysaj,25,182,70,Albania,Napoli,17000000,60000,RB,Right,Normal,87
211575,André Gomes,25,188,84,Portugal,Everton,17500000,76000,CDM,Right,Lean,77
215785,K. Baldé,24,181,80,Senegal,AS Monaco,19500000,40000,RM,Right,Normal,70
222028,J. Weigl,23,186,72,Germany,Borussia Dortmund,17500000,61000,CDM,Right,Lean,77
223874,V. Rongier,24,172,70,France,FC Nantes,19000000,29000,CM,Right,Normal,74
227950,Yeray,24,183,78,Spain,Athletic Club de Bilbao,17500000,23000,CB,Right,Normal,68
242348,Loren,25,188,82,Spain,Real Betis,19500000,31000,ST,Right,Normal,63
193352,R. Rodríguez,26,180,77,Switzerland,Milan,16000000,42000,LB,Left,Normal,75
198784,A. Oxlade-Chamberlain,25,175,70,England,Liverpool,18500000,90000,CM,Right,Stocky,78
199823,Campaña,26,179,70,Spain,Levante UD,18000000,31000,CM,Right,Normal,79
201143,A. Mandi,27,184,78,Algeria,Real Betis,16000000,27000,CB,Right,Lean,66
202477,Deulofeu,25,177,73,Spain,Watford,19000000,78000,CF,Right,Normal,70
205069,Bernat,26,170,67,Spain,Paris Saint-Germain,16000000,75000,LB,Left,Normal,80
205849,E. Andrada,28,194,81,Argentina,Boca Juniors,13500000,24000,GK,Right,Lean,45
207599,M. Keane,26,191,82,England,Everton,16500000,80000,CB,Right,Normal,68
210513,J. Quintero,26,168,67,Colombia,River Plate,18500000,30000,CAM,Left,Stocky,55
210617,Samu Castillejo,24,182,67,Spain,Milan,19000000,40000,RM,Left,Lean,61
215223,W. Benítez,26,191,91,Argentina,OGC Nice,13500000,30000,GK,Right,Normal,42
220018,A. Rebić,25,185,78,Croatia,Eintracht Frankfurt,19000000,44000,ST,Right,Normal,79
225508,E. Bailly,25,186,77,Ivory Coast,Manchester United,16500000,105000,CB,Right,Normal,65
230977,M. Almirón,25,174,63,Paraguay,Newcastle United,18500000,52000,LW,Left,Lean,84
235374,M. Lazzari,25,174,67,Italy,Lazio,18500000,53000,RM,Right,Lean,84
188988,M. Lanzini,26,167,59,Argentina,West Ham United,18000000,88000,CAM,Right,Lean,68
190778,J. Zoet,28,189,88,Netherlands,PSV,13000000,18000,GK,Right,Normal,40
199005,M. Ryan,27,184,82,Australia,Brighton & Hove Albion,12500000,43000,GK,Right,Normal,34
199577,Sergi Gómez,27,185,80,Spain,Sevilla FC,15500000,20000,CB,Right,Normal,68
200155,H. Vanaken,26,195,80,Belgium,Club Brugge KV,18000000,30000,CAM,Right,Lean,91
201922,M. Hinteregger,26,184,83,Austria,Eintracht Frankfurt,16000000,39000,CB,Left,Normal,72
205362,M. Nastasić,26,188,83,Serbia,FC Schalke 04,16000000,35000,CB,Left,Normal,63
208141,Gabriel,25,187,82,Brazil,SL Benfica,18000000,17000,CM,Left,Stocky,83
196978,C. Wilson,27,180,66,England,Bournemouth,17500000,81000,ST,Right,Normal,75
198118,J. Guilavogui,28,188,77,France,VfL Wolfsburg,14500000,51000,CDM,Right,Normal,75
203483,D. Klaassen,26,179,70,Netherlands,SV Werder Bremen,17000000,35000,CM,Right,Normal,87
203605,P. Kadeřábek,27,182,81,Czech Republic,TSG 1899 Hoffenheim,14500000,39000,RWB,Right,Normal,86
204024,C. Kramer,28,191,76,Germany,Borussia Mönchengladbach,14500000,34000,CDM,Right,Lean,93
204525,Iñigo Martínez,28,182,77,Spain,Athletic Club de Bilbao,14500000,29000,CB,Left,Normal,68
205070,Portu,27,178,70,Spain,Real Sociedad,17500000,38000,CF,Right,Normal,87
206545,Manu Trigueros,27,178,75,Spain,Villarreal CF,16500000,39000,CM,Right,Normal,69
208128,H. Çalhanoğlu,25,178,76,Turkey,Milan,17500000,48000,LW,Right,Normal,73
208498,M. Dabbur,27,182,76,Israel,Sevilla FC,17500000,24000,ST,Right,Normal,81
210665,M. Halstenberg,27,187,82,Germany,RB Leipzig,14500000,53000,LB,Left,Normal,82
219985,M. Vecino,27,187,81,Uruguay,Inter,15000000,63000,CDM,Right,Lean,80
220407,M. Dúbravka,30,190,80,Slovakia,Newcastle United,11500000,37000,GK,Right,Lean,40
227290,M. Dmitrović,27,194,94,Serbia,SD Eibar,12000000,22000,GK,Left,Normal,45
45186,Joaquín,37,179,75,Spain,Real Betis,5000000,22000,LM,Right,Normal,48
54050,W. Rooney,33,176,83,England,DC United,9500000,13000,ST,Right,Stocky,70
110677,Moyá,35,188,83,Spain,Real Sociedad,4000000,17000,GK,Right,Normal,30
139068,Nani,32,177,70,Portugal,Orlando City SC,11500000,13000,LW,Right,Lean,66
142754,J. Mascherano,35,174,73,Argentina,Hebei China Fortune FC,4700000,13000,CDM,Right,Normal,75
146748,Diego López,37,196,89,Spain,RCD Espanyol,1500000,17000,GK,Right,Normal,42
148119,I. Akinfeev,33,186,78,Russia,PFC CSKA Moscow,8000000,1000,GK,Right,Normal,35
153244,A. Gignac,33,187,91,France,Tigres U.A.N.L.,9500000,88000,ST,Right,Stocky,71
154472,Jorge Molina,37,188,72,Spain,Getafe CF,5500000,25000,ST,Right,Stocky,31
158121,B. Costil,31,187,88,France,FC Girondins de Bordeaux,9500000,30000,GK,Right,Normal,28
159147,L. Perrin,33,181,80,France,AS Saint-Étienne,7000000,37000,CB,Right,Normal,71
163155,B. Foster,36,193,90,England,Watford,2500000,36000,GK,Left,Normal,32
163264,T. Heaton,33,187,92,England,Aston Villa,8000000,50000,GK,Right,Normal,40
163705,S. Mandanda,34,185,80,France,Olympique de Marseille,6500000,32000,GK,Right,Normal,31
164029,Charles,35,179,76,Brazil,SD Eibar,7000000,25000,ST,Right,Normal,58
165109,S. Radu,32,183,79,Romania,Lazio,9500000,51000,CB,Left,Normal,63
169595,D. Rose,28,174,76,England,Tottenham Hotspur,12500000,90000,LB,Left,Normal,76
170368,E. Lamela,27,184,80,Argentina,Tottenham Hotspur,15500000,94000,RM,Left,Lean,75
171579,Raúl García,32,184,83,Spain,Athletic Club de Bilbao,11500000,30000,CAM,Right,Normal,75
171919,Naldo,36,198,91,Brazil,AS Monaco,3000000,30000,CB,Right,Lean,56
172522,D. Wass,30,181,74,Denmark,Valencia CF,13500000,42000,CM,Right,Lean,84
173373,S. Romero,32,192,86,Argentina,Manchester United,9000000,85000,GK,Right,Normal,35
175379,Pedro León,32,183,73,Spain,SD Eibar,11500000,30000,RM,Right,Normal,60
176376,I. Piatti,34,180,76,Argentina,Montreal Impact,7500000,13000,LW,Right,Lean,85
176550,D. Ospina,30,183,80,Colombia,Napoli,10000000,51000,GK,Right,Normal,29
176930,M. Díaz,32,166,63,Chile,Racing Club,9500000,25000,CDM,Right,Stocky,84
177326,M. Valbuena,34,165,63,France,Olympiacos CFP,7500000,1000,LM,Right,Normal,66
177457,L. Bender,30,185,81,Germany,Bayer 04 Leverkusen,11500000,62000,RB,Right,Lean,78
177458,S. Bender,30,186,81,Germany,Bayer 04 Leverkusen,12000000,62000,CB,Right,Lean,75
178213,E. Capoue,30,190,87,France,Watford,12000000,68000,CDM,Right,Lean,77
178424,Antunes,32,176,70,Portugal,Getafe CF,9000000,27000,LB,Left,Normal,81
179783,R. Fährmann,30,197,98,Germany,Norwich City,10000000,43000,GK,Right,Normal,32
179847,F. Fazio,32,195,85,Argentina,Roma,9500000,45000,CB,Right,Normal,69
181098,M. Hasebe,35,180,72,Japan,Eintracht Frankfurt,4500000,28000,CB,Right,Lean,65
182002,Sidnei,29,185,80,Brazil,Real Betis,12500000,29000,CB,Right,Normal,65
183900,D. Perotti,30,179,70,Argentina,Roma,14000000,54000,LW,Right,Normal,61
184252,L. Pratto,31,187,91,Argentina,River Plate,13500000,33000,ST,Right,Stocky,79
184881,S. Feghouli,29,176,75,Algeria,Galatasaray SK,14500000,77000,RM,Right,Normal,72
186345,K. Trippier,28,173,71,England,Atlético Madrid,12500000,56000,RB,Right,Normal,88
186547,M. Musacchio,28,180,73,Argentina,Milan,13000000,44000,CB,Right,Normal,65
187052,Y. M'Vila,29,182,80,France,AS Saint-Étienne,12500000,38000,CDM,Right,Normal,81
187072,L. Stindl,30,181,80,Germany,Borussia Mönchengladbach,14500000,39000,CF,Right,Normal,75
187491,F. Smolov,29,187,80,Russia,Lokomotiv Moscow,15000000,1000,ST,Right,Lean,74
187936,S. Nzonzi,30,196,75,France,Galatasaray SK,12000000,68000,CDM,Right,Lean,81
189271,F. Coquelin,28,177,74,France,Valencia CF,14500000,43000,CM,Right,Normal,72
189362,Hulk,32,179,92,Brazil,Shanghai SIPG FC,11500000,23000,RM,Left,Stocky,82
189712,K. Strootman,29,186,80,Netherlands,Olympique de Marseille,14000000,45000,CM,Left,Normal,77
189881,C. Smalling,29,194,81,England,Manchester United,12500000,115000,CB,Right,Lean,67
190547,K. Glik,31,190,80,Poland,AS Monaco,11000000,42000,CB,Right,Normal,63
190972,E. Salvio,28,172,66,Argentina,Boca Juniors,15000000,31000,RM,Right,Normal,74
192593,D. Subašić,34,191,84,Croatia,AS Monaco,6500000,34000,GK,Right,Normal,32
192641,K. Vogt,27,194,85,Germany,TSG 1899 Hoffenheim,13500000,39000,CB,Right,Normal,70
193061,R. Pereyra,28,182,77,Argentina,Watford,15000000,78000,LM,Right,Lean,77
193738,Y. Belhanda,29,179,75,Morocco,Galatasaray SK,14500000,77000,CAM,Right,Normal,84
194879,Sergi Enrich,29,181,77,Spain,SD Eibar,15000000,34000,ST,Right,Stocky,76
195086,D. Lovren,29,188,84,Croatia,Liverpool,12500000,90000,CB,Right,Normal,64
196889,S. Verdi,26,171,61,Italy,Napoli,16000000,69000,LM,Left,Normal,70
